,token,oc_list
3353,maiores,"[(37, 1), (50, 1), (51, 3), (60, 1), (98, 1), (99, 1), (117, 1), (118, 1), (133, 1)]"
3354,usava,"[(37, 1), (108, 1)]"
3355,camiseta,"[(37, 1), (50, 2), (128, 1)]"
3356,travesti,"[(37, 1)]"
3357,imagem,"[(37, 2), (50, 2), (73, 1), (75, 1), (99, 3), (112, 1), (117, 1), (119, 1), (133, 1)]"
3358,rebele-se,"[(37, 1)]"
3359,adulterada,"[(37, 1)]"
3360,olheiras,"[(37, 1), (89, 1)]"
3361,tatuagens,"[(37, 1)]"
3362,desmentiu,"[(37, 2)]"
3363,determina,"[(37, 1), (104, 1)]"
3364,assumir,"[(37, 1)]"
3365,eletivo,"[(37, 1), (99, 1)]"
3366,transferido,"[(37, 1)]"
3367,aposentado,"[(37, 1), (102, 1), (136, 1)]"
3368,insanidade,"[(37, 1)]"
3369,mental,"[(37, 1)]"
3370,encontro,"[(37, 1), (75, 1), (98, 1), (117, 1), (123, 1)]"
3371,fátima,"[(37, 1), (49, 8)]"
3372,bernardes,"[(37, 1), (49, 6)]"
3373,reformado,"[(37, 1), (75, 1), (86, 1), (105, 1)]"
3374,adélio,"[(37, 1)]"
3375,esfaqueou,"[(37, 1)]"
3376,exibida,"[(37, 1)]"
3377,apresentadora,"[(37, 1), (49, 1)]"
3378,desmentindo,"[(37, 1)]"
3379,fatimabernardes,"[(37, 1)]"
3380,senhora,"[(37, 1), (99, 1)]"
3381,rosto,"[(37, 1), (50, 1)]"
3382,inchado,"[(37, 1)]"
3383,hematomas,"[(37, 1)]"
3384,agredida,"[(37, 1)]"
3385,eleitora,"[(37, 1)]"
3386,beatriz,"[(37, 1)]"
3387,segall,"[(37, 1)]"
3388,morreu,"[(37, 1), (56, 3)]"
3389,assunto,"[(39, 1), (70, 1), (75, 1), (82, 1), (89, 3)]"
3390,bastidores,"[(39, 1), (136, 1)]"
3391,catastrófico,"[(39, 1)]"
3392,piti,"[(39, 1)]"
3393,tchutchuca,"[(39, 4), (52, 6), (85, 1), (108, 3), (122, 2)]"
3394,sessão,"[(39, 1), (45, 1)]"
3395,discutia,"[(39, 1)]"
3396,tigrão,"[(39, 3), (52, 2), (108, 3), (122, 1)]"
3397,agricultores,"[(39, 1), (122, 1)]"
3398,professores,"[(39, 1), (44, 8), (94, 4), (129, 1), (136, 3)]"
3399,turma,"[(39, 1), (46, 1), (52, 1), (93, 1), (94, 1), (107, 1)]"
3400,privilegiada,"[(39, 1), (52, 1)]"
3401,banqueiros,"[(39, 1), (108, 4)]"
3402,risos,"[(39, 1), (133, 1)]"
3403,errado,"[(39, 1), (111, 1), (118, 1), (142, 1)]"
3404,ótima,"[(39, 1)]"
3405,metáfora,"[(39, 1)]"
3406,funkística,"[(39, 1)]"
3407,saudoso,"[(39, 1)]"
3408,bonde,"[(39, 1), (52, 1), (108, 1), (128, 1)]"
3409,sensação,"[(39, 1), (56, 1), (66, 1)]"
3410,irritadíssimo,"[(39, 1)]"
3411,gritou,"[(39, 1)]"
3412,cólera,"[(39, 1)]"
3413,microfone,"[(39, 1), (52, 1), (117, 1), (118, 1)]"
3414,desligado,"[(39, 1)]"
3415,tchuchuca,"[(39, 1)]"
3416,avó,"[(39, 1), (108, 1), (122, 1)]"
3417,ah,"[(39, 1)]"
3418,adultos,"[(39, 1), (94, 4)]"
3419,divertido,"[(39, 1)]"
3420,resolverem,"[(39, 1)]"
3421,problematizar,"[(39, 2)]"
3422,resolver,"[(39, 1), (43, 1)]"
3423,revoltadíssima,"[(39, 1)]"
3424,piada,"[(39, 1)]"
3425,textão,"[(39, 2)]"
3426,instagram,"[(39, 1), (69, 1), (87, 1)]"
3427,graça,"[(39, 1), (59, 1), (66, 1), (118, 1)]"
3428,fracas,"[(39, 1)]"
3429,desgraça,"[(39, 2)]"
3430,esquerda,"[(39, 3), (47, 1), (50, 6), (53, 1), (56, 1), (61, 1), (70, 1), (75, 1), (99, 7), (101, 1), (109, 4), (110, 1), (123, 1), (126, 1), (129, 3)]"
3431,suporta,"[(39, 1)]"
3432,esquerdx,"[(39, 1)]"
3433,cerveja,"[(39, 1)]"
3434,artesanal,"[(39, 1)]"
3435,canudo,"[(39, 1)]"
3436,alumínio,"[(39, 1)]"
3437,substitui,"[(39, 1), (99, 1), (139, 1)]"
3438,vogais,"[(39, 1)]"
3439,problematização,"[(39, 1)]"
3440,chique,"[(39, 1)]"
3441,sede,"[(39, 1), (64, 1), (91, 1), (117, 1), (123, 1)]"
3442,lacração,"[(39, 1)]"
3443,senso,"[(39, 1)]"
3444,humor,"[(39, 1), (56, 1)]"
3445,perdemos,"[(39, 1)]"
3446,rir,"[(39, 1), (56, 2)]"
3447,deboche,"[(39, 1)]"
3448,conheço,"[(39, 1), (98, 2)]"
3449,certeira,"[(39, 1)]"
3450,fracasso,"[(39, 1), (60, 1), (99, 1)]"
3451,sabem,"[(39, 1), (94, 1), (108, 1), (126, 1)]"
3452,inclui,"[(39, 1), (126, 1)]"
3453,aliás,"[(39, 1), (56, 1), (66, 1), (99, 1)]"
3454,chamar,"[(39, 1), (52, 2), (76, 1), (118, 1), (126, 1), (133, 1)]"
3455,coroa,"[(39, 1)]"
3456,carrancudo,"[(39, 1)]"
3457,antiquado,"[(39, 1)]"
3458,engraçado,"[(39, 1), (86, 1), (101, 1), (133, 1)]"
3459,simples,"[(39, 1), (45, 1), (60, 1), (63, 1), (108, 1), (140, 1)]"
3460,putíssimo,"[(39, 1)]"
3461,zoar,"[(39, 1)]"
3462,tirado,"[(39, 1), (99, 1)]"
3463,carioca,"[(39, 1), (51, 1), (124, 1)]"
3464,machista,"[(39, 1)]"
3465,sinônimo,"[(39, 2), (125, 1)]"
3466,doçura,"[(39, 1)]"
3467,delicadeza,"[(39, 1)]"
3468,vilania,"[(39, 1)]"
3469,daí,"[(39, 1), (45, 1), (49, 1), (56, 12), (94, 2), (139, 1)]"
3470,vale,"[(39, 1), (65, 1), (75, 1), (89, 2), (134, 1)]"
3471,revolta,"[(39, 1)]"
3472,lacrada,"[(39, 2)]"
3473,caótico,"[(39, 1)]"
3474,delicadíssimo,"[(39, 1)]"
3475,urgentemente,"[(39, 1)]"
3476,resistir,"[(39, 1), (99, 1)]"
3477,investidas,"[(39, 1)]"
3478,ultraconservadoras,"[(39, 1)]"
3479,reinventar,"[(39, 1)]"
3480,encontram,"[(39, 1), (134, 1)]"
3481,procurarem,"[(39, 1)]"
3482,chifre,"[(39, 1)]"
3483,piolho,"[(39, 1)]"
3484,vias,"[(39, 1), (75, 1)]"
3485,colapso,"[(39, 1)]"
3486,inventando,"[(39, 1)]"
3487,desnecessária,"[(39, 1), (43, 1), (71, 1)]"
3488,dá,"[(39, 1), (50, 1), (65, 1), (70, 1), (93, 1), (94, 1), (98, 2), (118, 1)]"
3489,licença,"[(39, 1), (75, 1), (140, 1)]"
3490,ideologização,"[(43, 2)]"
3491,básico,"[(43, 1), (50, 1)]"
3492,universidades,"[(43, 1), (44, 2), (50, 1), (65, 1)]"
3493,diplomacia,"[(43, 2), (75, 1)]"
3494,prática,"[(43, 2), (44, 1), (75, 1), (93, 1), (117, 1), (136, 1)]"
3495,paroxismo,"[(43, 1)]"
3496,tragicômica,"[(43, 1)]"
3497,paralisia,"[(43, 1)]"
3498,mec,"[(43, 1), (44, 1), (94, 1)]"
3499,palco,"[(43, 1), (70, 1), (118, 1)]"
3500,batalha,"[(43, 1), (76, 1), (118, 1), (120, 1)]"
3501,astrólogo,"[(43, 1)]"
3502,olavo,"[(43, 1), (76, 1), (86, 1), (110, 1)]"
3503,carvalo,"[(43, 1)]"
3504,desastre,"[(43, 1), (60, 1), (71, 1), (78, 1), (138, 1)]"
3505,tão,"[(43, 1), (45, 1), (46, 1), (50, 1), (51, 1), (56, 1), (59, 3), (70, 1), (73, 1), (75, 1), (83, 1), (87, 1), (89, 1), (94, 3), (101, 1), (111, 3), (118, 2), (119, 1), (126, 2), (137, 1)]"
3506,perceptível,"[(43, 1)]"
3507,claramente,"[(43, 1), (66, 1), (120, 2)]"
3508,anunciado,"[(43, 1), (75, 1)]"
3509,tirando,"[(43, 1), (93, 1)]"
3510,autonomia,"[(43, 1), (44, 3)]"
3511,transações,"[(43, 1)]"
3512,comerciais,"[(43, 3)]"
3513,china,"[(43, 2), (105, 1)]"
3514,colocar,"[(43, 1), (56, 1), (70, 1), (89, 1), (99, 1), (118, 3)]"
3515,caudatários,"[(43, 1)]"
3516,donald,"[(43, 1), (71, 1), (76, 1), (86, 1), (105, 1), (126, 1), (136, 1)]"
3517,trump,"[(43, 1), (50, 1), (71, 1), (76, 1), (86, 1), (99, 3), (105, 1), (119, 1), (126, 2), (136, 1)]"
3518,empenhado,"[(43, 1), (125, 1)]"
3519,contenciosos,"[(43, 1)]"
3520,asiático,"[(43, 1)]"
3521,concorrente,"[(43, 1), (126, 1)]"
3522,exportação,"[(43, 1)]"
3523,soja,"[(43, 1)]"
3524,chineses,"[(43, 2)]"
3525,agradecem,"[(43, 1)]"
3526,penhorados,"[(43, 1)]"
3527,ficarmos,"[(43, 1)]"
3528,reféns,"[(43, 1)]"
3529,acertarem,"[(43, 1)]"
3530,abrimos,"[(43, 1)]"
3531,vantagem,"[(43, 1), (111, 1)]"
3532,autônomas,"[(43, 1)]"
3533,vem,"[(43, 1), (44, 1), (65, 1), (67, 1), (93, 2), (99, 2), (106, 1), (109, 1), (110, 1), (118, 2), (136, 1)]"
3534,provocação,"[(43, 2), (72, 1)]"
3535,árabes,"[(43, 2), (47, 1), (76, 2), (78, 1), (86, 1)]"
3536,inócuo,"[(43, 1)]"
3537,comercial,"[(43, 1), (71, 2), (86, 1), (107, 1)]"
3538,jerusalém,"[(43, 1), (47, 2), (71, 2), (76, 1), (86, 1)]"
3539,provocou,"[(43, 1), (117, 1)]"
3540,palestinos,"[(43, 1), (86, 1)]"
3541,provocará,"[(43, 1)]"
3542,sucessão,"[(43, 1)]"
3543,liga,"[(43, 1), (51, 3)]"
3544,árabe,"[(43, 3), (71, 1)]"
3545,importaram,"[(43, 1)]"
3546,bilhões,"[(43, 3), (46, 1), (51, 1), (71, 1)]"
3547,importação,"[(43, 1)]"
3548,exportamos,"[(43, 1)]"
3549,déficit,"[(43, 1)]"
3550,importações,"[(43, 1), (71, 1)]"
3551,chegaram,"[(43, 1), (75, 1), (98, 1)]"
3552,exportações,"[(43, 1)]"
3553,frango,"[(43, 1)]"
3554,bovina,"[(43, 1)]"
3555,categoria,"[(43, 1), (108, 1), (119, 1), (134, 4), (136, 1)]"
3556,halal,"[(43, 2)]"
3557,abatidos,"[(43, 1)]"
3558,tradições,"[(43, 1)]"
3559,islamismo,"[(43, 1)]"
3560,fornecedor,"[(43, 1)]"
3561,proteína,"[(43, 1)]"
3562,animal,"[(43, 1)]"
3563,evidente,"[(43, 1), (111, 1)]"
3564,perderemos,"[(43, 1)]"
3565,curto,"[(43, 1), (94, 1)]"
3566,competidores,"[(43, 1)]"
3567,estruturar,"[(43, 1)]"
3568,ocupando,"[(43, 1)]"
3569,custou,"[(43, 1), (124, 1)]"
3570,décadas,"[(43, 1), (51, 1), (56, 1), (94, 1), (126, 1), (140, 1)]"
3571,consolidar,"[(43, 1)]"
3572,austrália,"[(43, 1)]"
3573,competidora,"[(43, 1)]"
3574,direta,"[(43, 1), (50, 1), (89, 1), (104, 1)]"
3575,programas,"[(43, 1), (50, 2), (123, 1), (126, 1)]"
3576,incentivo,"[(43, 1), (75, 1), (129, 1)]"
3577,carnes,"[(43, 1)]"
3578,europeia,"[(43, 1)]"
3579,duvide,"[(43, 1)]"
3580,coloquem,"[(43, 1)]"
3581,prioridade,"[(43, 1), (44, 1)]"
3582,calçado,"[(43, 1)]"
3583,silas,"[(43, 1)]"
3584,malafaia,"[(43, 1)]"
3585,desdenha,"[(43, 1)]"
3586,possibilidades,"[(43, 1), (94, 1), (123, 1)]"
3587,possa,"[(43, 1), (51, 1), (111, 1), (120, 4)]"
3588,trazer,"[(43, 1), (44, 1), (98, 1), (118, 1)]"
3589,prejuízos,"[(43, 1), (44, 1), (86, 1)]"
3590,alfabetização,"[(44, 6), (94, 4)]"
3591,pacto,"[(44, 2)]"
3592,idade,"[(44, 3), (50, 1), (73, 1), (126, 1)]"
3593,certa,"[(44, 2), (56, 1), (69, 1), (99, 1), (122, 1)]"
3594,pnaic,"[(44, 3)]"
3595,solidário,"[(44, 1), (60, 1)]"
3596,envolveu,"[(44, 1), (83, 1), (136, 1)]"
3597,totalidade,"[(44, 1)]"
3598,meta,"[(44, 1)]"
3599,plano,"[(44, 3), (94, 1), (98, 1), (99, 3), (134, 1), (139, 1)]"
3600,pne,"[(44, 2)]"
3601,estabelece,"[(44, 1), (60, 1)]"
3602,obrigatoriedade,"[(44, 1), (60, 1)]"
3603,alfabetizar,"[(44, 1)]"
3604,máximo,"[(44, 1)]"
3605,terceiro,"[(44, 1), (137, 2)]"
3606,fundamental,"[(44, 1), (50, 1), (94, 1), (142, 1)]"
3607,incluía,"[(44, 1)]"
3608,bolsa,"[(44, 1), (56, 1), (94, 1)]"
3609,professoras,"[(44, 1), (94, 2)]"
3610,alfabetizadores,"[(44, 1)]"
3611,continuada,"[(44, 3), (60, 1), (75, 1), (99, 1)]"
3612,estruturado,"[(44, 1)]"
3613,interessadas,"[(44, 1)]"
3614,investimos,"[(44, 1)]"
3615,bolsas,"[(44, 1), (46, 1)]"
3616,universidade,"[(44, 2), (47, 1), (50, 1), (64, 1), (78, 1), (94, 1), (123, 1), (133, 2)]"
3617,uab,"[(44, 1)]"
3618,constituída,"[(44, 1)]"
3619,matriculou,"[(44, 1)]"
3620,básica,"[(44, 1), (111, 1)]"
3621,segunda,"[(44, 1), (75, 1), (86, 1), (89, 6), (111, 1), (119, 1), (120, 3), (122, 1), (123, 1), (132, 1), (134, 2), (137, 1), (140, 1), (142, 1), (145, 1)]"
3622,iniciativa,"[(44, 1), (99, 1)]"
3623,lançamento,"[(44, 1), (117, 3)]"
3624,edital,"[(44, 1)]"
3625,lançado,"[(44, 1), (118, 1), (140, 1)]"
3626,facilitado,"[(44, 1)]"
3627,institutos,"[(44, 1), (101, 1)]"
3628,federais,"[(44, 1), (134, 1)]"
3629,vagas,"[(44, 1)]"
3630,ociosas,"[(44, 1)]"
3631,concursados,"[(44, 1)]"
3632,completarem,"[(44, 1)]"
3633,disciplinas,"[(44, 1)]"
3634,lecionavam,"[(44, 1)]"
3635,instituímos,"[(44, 1)]"
3636,avaliação,"[(44, 1), (98, 1), (126, 1)]"
3637,específica,"[(44, 1)]"
3638,universal,"[(44, 1), (140, 1)]"
3639,definida,"[(44, 1)]"
3640,permite,"[(44, 1), (110, 1), (120, 1)]"
3641,necessidade,"[(44, 1), (75, 1), (99, 1), (134, 1)]"
3642,infelizmente,"[(44, 1), (99, 3), (111, 1), (120, 1)]"
3643,avanços,"[(44, 1)]"
3644,conquistados,"[(44, 1)]"
3645,chegam,"[(44, 1)]"
3646,ciclo,"[(44, 1), (75, 1)]"
3647,devidamente,"[(44, 1), (121, 1)]"
3648,alfabetizadas,"[(44, 1)]"
3649,gestão,"[(44, 4), (65, 1), (75, 2), (98, 1), (137, 1)]"
3650,demonstrando,"[(44, 2)]"
3651,total,"[(44, 1), (65, 1), (99, 2), (109, 1), (120, 1), (124, 1), (129, 2)]"
3652,desconhecimento,"[(44, 1), (110, 1)]"
3653,desrespeito,"[(44, 1), (59, 1), (122, 2), (124, 1)]"
3654,normas,"[(44, 3)]"
3655,vigentes,"[(44, 1)]"
3656,tentam,"[(44, 1), (75, 1), (117, 1)]"
3657,impor,"[(44, 2), (86, 1), (93, 1), (99, 1)]"
3658,fonético,"[(44, 2)]"
3659,pedagógica,"[(44, 2)]"
3660,aceitável,"[(44, 1)]"
3661,autoritária,"[(44, 2)]"
3662,arbitrária,"[(44, 1)]"
3663,frustrada,"[(44, 1)]"
3664,obrigar,"[(44, 1), (89, 2)]"
3665,filmadas,"[(44, 1)]"
3666,respectivos,"[(44, 1), (136, 1)]"
3667,entoando,"[(44, 1)]"
3668,slogan,"[(44, 1), (50, 1), (136, 1)]"
3669,arcabouço,"[(44, 1), (65, 1)]"
3670,legal,"[(44, 1), (45, 1), (83, 1), (89, 1), (91, 1), (107, 1)]"
3671,assegura,"[(44, 2)]"
3672,cátedra,"[(44, 1)]"
3673,acadêmica,"[(44, 2), (133, 1)]"
3674,princípios,"[(44, 1)]"
3675,constitucionais,"[(44, 1), (65, 1), (93, 1), (111, 1), (138, 1)]"
3676,seculares,"[(44, 1)]"
3677,reconhecidos,"[(44, 1)]"
3678,internacionalmente,"[(44, 1), (78, 1), (137, 1)]"
3679,educacionais,"[(44, 1)]"
3680,diretrizes,"[(44, 2)]"
3681,bases,"[(44, 1), (91, 1)]"
3682,ldb,"[(44, 1)]"
3683,curriculares,"[(44, 1)]"
3684,nacionais,"[(44, 1), (51, 2), (65, 1), (83, 1)]"
3685,recém,"[(44, 1)]"
3686,comum,"[(44, 1), (49, 1), (56, 1), (65, 1), (99, 3), (119, 1), (120, 1), (123, 1), (126, 1)]"
3687,curricular,"[(44, 1)]"
3688,bncc,"[(44, 1)]"
3689,didático,"[(44, 1)]"
3690,respeitam,"[(44, 1)]"
3691,escolha,"[(44, 1), (133, 1), (136, 1)]"
3692,estratégias,"[(44, 1)]"
3693,pedagógicas,"[(44, 2)]"
3694,apropriadas,"[(44, 1)]"
3695,realidades,"[(44, 1)]"
3696,necessidades,"[(44, 1)]"
3697,preparado,"[(44, 1)]"
3698,agride,"[(44, 1)]"
3699,afronta,"[(44, 1)]"
3700,diplomas,"[(44, 1), (133, 1)]"
3701,elaborados,"[(44, 1)]"
3702,democraticamente,"[(44, 1)]"
3703,gestores,"[(44, 1)]"
3704,atentos,"[(44, 1)]"
3705,evolução,"[(44, 1), (140, 1)]"
3706,metodologias,"[(44, 1), (101, 1)]"
3707,oferecer,"[(44, 1)]"
3708,didáticos,"[(44, 1), (70, 2), (101, 1)]"
3709,tecnológicos,"[(44, 1)]"
3710,modernos,"[(44, 1)]"
3711,concreta,"[(44, 1)]"
3712,sala,"[(44, 1), (56, 3), (71, 1), (94, 2), (109, 1)]"
3713,definições,"[(44, 1)]"
3714,optam,"[(44, 1)]"
3715,construtivista,"[(44, 1)]"
3716,ignora,"[(44, 2)]"
3717,rica,"[(44, 1), (99, 4), (126, 1)]"
3718,diversidade,"[(44, 1)]"
3719,produzido,"[(44, 1), (140, 1)]"
3720,educadores,"[(44, 2), (94, 1)]"
3721,centros,"[(44, 1), (129, 1)]"
3722,dão,"[(44, 1)]"
3723,imensos,"[(44, 2)]"
3724,desafios,"[(44, 2), (126, 1)]"
3725,repertório,"[(44, 1)]"
3726,dialogar,"[(44, 1), (70, 1), (71, 1)]"
3727,podendo,"[(44, 1), (51, 1)]"
3728,incalculáveis,"[(44, 1), (86, 1)]"
3729,educacional,"[(44, 1), (65, 1), (75, 1), (94, 1)]"
3730,possui,"[(44, 1)]"
3731,precisamos,"[(44, 1), (99, 2), (123, 1), (138, 1)]"
3732,fortalecer,"[(44, 1), (65, 1)]"
3733,instrumentos,"[(44, 1), (75, 1)]"
3734,inicial,"[(44, 1), (91, 1), (136, 1)]"
3735,respeitar,"[(44, 1), (50, 1), (56, 1), (99, 2)]"
3736,correntes,"[(44, 1)]"
3737,existentes,"[(44, 1), (61, 1), (129, 1)]"
3738,persistir,"[(44, 1)]"
3739,imposição,"[(44, 1)]"
3740,arbítrios,"[(44, 1)]"
3741,propostos,"[(44, 1)]"
3742,seguramente,"[(44, 1)]"
3743,revê-la,"[(44, 1)]"
3744,terminarão,"[(44, 1)]"
3745,representações,"[(44, 1)]"
3746,mencionar,"[(44, 1)]"
3747,inciativa,"[(44, 1)]"
3748,acompanhada,"[(44, 1), (59, 1)]"
3749,enem,"[(44, 3)]"
3750,fera,"[(44, 1)]"
3751,científica,"[(44, 1)]"
3752,grosseira,"[(44, 1)]"
3753,sigilo,"[(44, 2), (46, 1)]"
3754,itens,"[(44, 1)]"
3755,exame,"[(44, 4)]"
3756,justificativa,"[(44, 1), (60, 1), (83, 1)]"
3757,razoável,"[(44, 1)]"
3758,incluídas,"[(44, 1)]"
3759,especializadas,"[(44, 1)]"
3760,elaboração,"[(44, 1)]"
3761,complexo,"[(44, 1), (118, 1)]"
3762,ancorado,"[(44, 1)]"
3763,teoria,"[(44, 1)]"
3764,item,"[(44, 1), (46, 1), (83, 1)]"
3765,tri,"[(44, 1)]"
3766,realizado,"[(44, 1), (99, 1), (123, 1), (134, 1), (137, 1)]"
3767,exige,"[(44, 1), (46, 1), (123, 1)]"
3768,logística,"[(44, 1), (56, 1)]"
3769,complexa,"[(44, 1)]"
3770,planejamento,"[(44, 1)]"
3771,estratégico,"[(44, 1)]"
3772,módulos,"[(44, 1)]"
3773,pontos,"[(44, 1), (67, 1), (78, 1), (101, 1)]"
3774,trata-se,"[(44, 1), (99, 1), (109, 1), (119, 1), (129, 1), (139, 1)]"
3775,submeter,"[(44, 1)]"
3776,injustificável,"[(44, 1)]"
3777,comprometer,"[(44, 1)]"
3778,inep,"[(44, 1)]"
3779,possuiu,"[(44, 1), (64, 1)]"
3780,servidores,"[(44, 1), (60, 1), (134, 4), (136, 1)]"
3781,técnico,"[(44, 1), (45, 2), (69, 1), (122, 1), (129, 1)]"
3782,competentes,"[(44, 1)]"
3783,altíssima,"[(44, 1)]"
3784,mostraram,"[(44, 1), (99, 1)]"
3785,capazes,"[(44, 1)]"
3786,concepção,"[(44, 1)]"
3787,divulgação,"[(44, 1), (46, 1), (73, 1)]"
3788,obscurantismo,"[(44, 1)]"
3789,permeia,"[(44, 1)]"
3790,iniciativas,"[(44, 1)]"
3791,consegue,"[(44, 1)]"
3792,montar,"[(44, 1)]"
3793,tecnicamente,"[(44, 1)]"
3794,consistente,"[(44, 1), (108, 1)]"
3795,episódios,"[(45, 1), (70, 2)]"
3796,recente,"[(45, 1), (69, 1), (99, 1)]"
3797,difíceis,"[(45, 1)]"
3798,explicar,"[(45, 5), (51, 1), (59, 1), (83, 1), (94, 1), (99, 1)]"
3799,juiz,"[(45, 3), (69, 1), (89, 2), (98, 1), (112, 1), (117, 1), (120, 1), (133, 1)]"
3800,intervir,"[(45, 1)]"
3801,culminou,"[(45, 1), (82, 1)]"
3802,impeachment,"[(45, 1), (65, 1), (99, 2), (104, 1)]"
3803,tornou-se,"[(45, 1), (51, 1)]"
3804,ajudou,"[(45, 1), (56, 1), (73, 1), (118, 2), (136, 1)]"
3805,eleger,"[(45, 1), (50, 1), (73, 1), (82, 1)]"
3806,encontra-se,"[(45, 1)]"
3807,espera,"[(45, 1), (111, 1)]"
3808,vaga,"[(45, 1), (54, 1), (136, 1)]"
3809,indicado,"[(45, 1), (117, 1)]"
3810,inusitado,"[(45, 1)]"
3811,decorre,"[(45, 1)]"
3812,mau,"[(45, 1)]"
3813,reside,"[(45, 1)]"
3814,justamente,"[(45, 1), (46, 1), (83, 1), (118, 3), (120, 1), (133, 1)]"
3815,sérgio,"[(45, 2), (50, 1), (54, 1), (120, 2), (129, 1), (137, 3)]"
3816,moro,"[(45, 10), (54, 1), (78, 3), (86, 3), (89, 11), (112, 1), (117, 1), (120, 2), (137, 6)]"
3817,seguir,"[(45, 1), (126, 1)]"
3818,manifestando-se,"[(45, 1)]"
3819,publicamente,"[(45, 1), (89, 1)]"
3820,operador,"[(45, 1), (69, 1)]"
3821,aguerrido,"[(45, 1)]"
3822,espalhafatoso,"[(45, 1)]"
3823,ideológico,"[(45, 1), (98, 1), (136, 1)]"
3824,questão,"[(45, 2), (83, 1), (111, 2), (119, 1), (120, 1)]"
3825,consequência,"[(45, 1), (108, 1)]"
3826,apreensão,"[(45, 1)]"
3827,executou,"[(45, 1)]"
3828,lawfare,"[(45, 1), (117, 1)]"
3829,ex,"[(45, 1)]"
3830,violou,"[(45, 1), (142, 1)]"
3831,gravando,"[(45, 1)]"
3832,divulgando,"[(45, 1)]"
3833,ilegalmente,"[(45, 1)]"
3834,dependências,"[(45, 1)]"
3835,credenciou-se,"[(45, 1)]"
3836,hostes,"[(45, 1), (105, 1)]"
3837,bolsonaristas,"[(45, 1), (70, 1)]"
3838,partidário,"[(45, 1), (93, 1)]"
3839,aderiu,"[(45, 1)]"
3840,devendo,"[(45, 1)]"
3841,responder,"[(45, 3), (75, 1), (89, 1), (105, 1), (122, 1)]"
3842,politicamente,"[(45, 1), (50, 1), (137, 1)]"
3843,escolheu,"[(45, 3), (73, 1), (89, 1)]"
3844,representar,"[(45, 1)]"
3845,preocupante,"[(45, 1), (99, 4)]"
3846,modo,"[(45, 2), (52, 1), (101, 1), (105, 1), (109, 1), (111, 1), (124, 1), (133, 2)]"
3847,reverente,"[(45, 1)]"
3848,senadores,"[(45, 2), (75, 1), (89, 1), (136, 1)]"
3849,comportaram-se,"[(45, 1)]"
3850,senado,"[(45, 1), (75, 1), (76, 1), (86, 1), (89, 2), (98, 1), (99, 3), (108, 1), (134, 2)]"
3851,peculiaridades,"[(45, 1)]"
3852,legislativa,"[(45, 2), (70, 1), (123, 1), (134, 1), (136, 1)]"
3853,submetida,"[(45, 1)]"
3854,crivo,"[(45, 1)]"
3855,absolutamente,"[(45, 1), (70, 1), (108, 1), (111, 1)]"
3856,injustificado,"[(45, 1)]"
3857,deixaram,"[(45, 1), (101, 1)]"
3858,indagar,"[(45, 1)]"
3859,assertivamente,"[(45, 1)]"
3860,milícias,"[(45, 1), (98, 3), (137, 2)]"
3861,cercam,"[(45, 1)]"
3862,ocupam,"[(45, 1)]"
3863,andares,"[(45, 1)]"
3864,ministros,"[(45, 1), (65, 1), (75, 1), (89, 5), (105, 1)]"
3865,núcleo,"[(45, 1), (91, 2), (109, 1), (117, 1)]"
3866,controversa,"[(45, 3)]"
3867,fabrício,"[(45, 1)]"
3868,queiroz,"[(45, 1), (76, 1)]"
3869,denúncias,"[(45, 1), (70, 2), (75, 2)]"
3870,envolvem,"[(45, 2)]"
3871,assembleia,"[(45, 1), (70, 1), (82, 1), (109, 1), (123, 1), (134, 1), (136, 2)]"
3872,elucidar,"[(45, 1)]"
3873,definitivamente,"[(45, 1), (59, 1)]"
3874,execução,"[(45, 1), (91, 2), (98, 1), (120, 1)]"
3875,proposições,"[(45, 1)]"
3876,controlar,"[(45, 1), (50, 1)]"
3877,circulação,"[(45, 1)]"
3878,munições,"[(45, 1)]"
3879,legalista,"[(45, 1)]"
3880,democrata,"[(45, 1), (99, 1), (111, 1), (126, 6)]"
3881,tratar,"[(45, 1), (56, 1), (59, 1)]"
3882,asquerosa,"[(45, 1)]"
3883,aliada,"[(45, 1), (105, 1), (124, 1)]"
3884,apologia,"[(45, 1), (118, 4)]"
3885,circula,"[(45, 1), (118, 1)]"
3886,festejar,"[(45, 1), (142, 1)]"
3887,estimular,"[(45, 1), (60, 1), (109, 1)]"
3888,discursos,"[(45, 1), (70, 1)]"
3889,contrários,"[(45, 1)]"
3890,comparecer,"[(45, 1), (89, 3)]"
3891,legislação,"[(45, 2), (46, 1), (70, 1), (89, 1), (98, 1), (111, 1), (120, 1)]"
3892,reuniu-se,"[(45, 1)]"
3893,agenda,"[(45, 1), (75, 1), (93, 1), (123, 1), (134, 2), (137, 1)]"
3894,representantes,"[(45, 1), (83, 1), (138, 1)]"
3895,taurus,"[(45, 1)]"
3896,motivo,"[(45, 1), (49, 1), (117, 1)]"
3897,desconvidou,"[(45, 1)]"
3898,ilona,"[(45, 1), (54, 1)]"
3899,szabó,"[(45, 1), (54, 1)]"
3900,conselho,"[(45, 1), (54, 1), (60, 2), (72, 1), (75, 1), (126, 4)]"
3901,criminal,"[(45, 1), (54, 1), (64, 1), (69, 1), (98, 1), (120, 2)]"
